"governor.position","governor.word","governor.tag","governor.category","governors.parent.category","conjunction.word","conjunction.tag","coordination.category","coordinations.parent.category","antecedent.category","no.conjuncts","L.conjunct","L.category","L.head.word","L.head.tag","L.head.category","L.words","L.tokens","L.syllables","L.chars","R.conjunct","R.category","R.head.word","R.head.tag","R.head.category","R.words","R.tokens","R.syllables","R.chars","sentence","sent_id","double.governor"
"L","związanych","adj:pl:gen:f:pos","formaprzym","fpt","czy","conj","fpm","fpt","fpt",2,"z wymeldowaniem się","fpm","z","prep:inst:nwok","przyimek",3,3,7,19,"z faktyczną zmianą miejsca pobytu","fpm","z","prep:inst:nwok","przyimek",5,5,11,33,"Dotychczasowe przepisy były bardziej rygorystyczne i zmierzały do znacznie szerszego ustalenia okoliczności związanych z wymeldowaniem się czy z faktyczną zmianą miejsca pobytu.","NKJP_1M_7121900006/morph_18-p/morph_18.65-s",
"L","w","prep:loc:nwok","przyimek","fpm","czy","conj","fno","fpm","fpm",2,"klubie","fno","klubie","subst:sg:loc:m3","formarzecz",1,1,2,6,"grupie AA","fno","grupie","subst:sg:loc:f","formarzecz",2,2,3,9,"Ważne jest też, że w klubie czy grupie AA spotykamy ludzi z dłuższą abstynencją.","NKJP_1M_3302000002/morph_1-p/morph_1.57-s",
"R","trafi","fin:sg:ter:perf","formaczas","fwe","czy","conj","fps","fl","zdanie",2,"Prędzej","fps","Prędzej","adv:com","formaprzys",1,1,2,7,"później","fps","później","adv:com","formaprzys",1,1,2,7,"Prędzej czy później Unię szlag trafi.","NKJP_1M_4scal-NIE/morph_468-p/morph_468.7-s",
"L","do","prep:gen","przyimek","fpm","czy","conj","fpt","fno","fpm",2,"czwartej","fpt","czwartej","adj:sg:gen:f:pos","formaprzym",1,1,2,8,"piątej","fpt","piątej","adj:sg:gen:f:pos","formaprzym",1,1,2,6,"Podobno mogłam pójść do czwartej czy piątej, ale nie było takich możliwości.","NKJP_1M_3102000010/morph_11-p/morph_11.58-s",
"R","były","praet:pl:m3:imperf","formaczas","fwe","czy","conj","fps","fl","zdanie",2,"Tak","fps","Tak","padv","formaprzys",1,1,1,3,"inaczej","fps","inaczej","adv","formaprzys",1,1,2,7,"CKM: Tak czy inaczej w filmie ""momenty"" były.","NKJP_1M_1202000001/morph_13-p/morph_13.51-s",
"L","witryny","subst:pl:acc:f","formarzecz","fno","czy","conj","fno","fno","fno",2,"Yahoo","fno","Yahoo","subst:sg:nom:n","formarzecz",1,1,1,5,"eBay","fno","eBay","subst:sg:nom:m3","formarzecz",1,1,1,4,"Przypomnijmy, że ubiegłoroczne ataki na znane witryny Yahoo czy eBay miały najprawdopodobniej taki właśnie cel.","NKJP_1M_1204900000001/morph_150-p/morph_150.17-s",
"L","dosięgała","praet:sg:f:imperf","formaczas","fwe","czy","conj","fps","fl","zdanie",2,"wcześniej","fps","wcześniej","adv:com","formaprzys",1,1,2,9,"później","fps","później","adv:com","formaprzys",1,1,2,7,"Jej zemsta dosięgała mnie wcześniej czy później i trafiała zawsze w najboleśniejsze miejsce.","NKJP_1M_3102000009/morph_11-p/morph_11.58-s",
"R","czujesz","fin:sg:sec:imperf","formaczas","fwe","czy","conj","fps","fl","zdanie",2,"Tak","fps","Tak","padv","formaprzys",1,1,1,3,"owak","fps","owak","adv","formaprzys",1,1,1,4,"Tak czy owak, czujesz, że coś się dzieje.","NKJP_1M_3304000000001/morph_7-p/morph_7.46-s",
"L","zajęć","subst:pl:gen:n","formarzecz","fno","czy","conj","fpt","fno","fno",2,"pozalekcyjnych","fpt","pozalekcyjnych","adj:pl:gen:n:pos","formaprzym",1,1,5,14,"pozaszkolnych","fpt","pozaszkolnych","adj:pl:gen:n:pos","formaprzym",1,1,4,13,"Chodzi o to, aby uczniowie w odpowiednich warunkach mogli realizować cele w ramach poszczególnych przedmiotów, zajęć pozalekcyjnych czy pozaszkolnych.","NKJP_1M_3201000013/morph_1-p/morph_1.41-s",
0,,,,,"czy","conj","fno","fw",,2,"Zamach na ""Wprost""","fno","Zamach","subst:sg:nom:m3","formarzecz",3,5,6,18,"tylko wręcz nieprawdopodobny zbieg okoliczności","fno","zbieg","subst:sg:nom:m3","formarzecz",5,5,14,47,"Zamach na ""Wprost"" czy tylko wręcz nieprawdopodobny zbieg okoliczności?","NKJP_1M_1202000006/morph_56-p/morph_56.55-s",
"L",",","interp","spójnik","fno","czy","conj","fno","fno","fno",2,"fundację","fno","fundację","subst:sg:acc:f","formarzecz",1,1,3,8,"partię","fno","partię","subst:sg:acc:f","formarzecz",1,1,2,6,"W latach 90. wielu duszpasterzy, kierując się potrzebą posiadania wyrazistego wroga, wskazuje z ambony na wyraźnie nazwany obóz polityczny, lożę, fundację czy partię.","NKJP_1M_1202000006/morph_38-p/morph_38.45-s",
"L","życie","subst:sg:acc:n","formarzecz","fno","czy","conj","fno","fno","fno",2,"matki","fno","matki","subst:sg:gen:f","formarzecz",1,1,2,5,"świni","fno","świni","subst:sg:gen:f","formarzecz",1,1,2,5,"Wybrałbyś życie matki czy świni przy tej operacji przeszczepu wątroby?","NKJP_1M_6203010001823/morph_10-p/morph_10.46-s",
"L","zastąpi","fin:sg:ter:perf","formaczas","fwe","czy","conj","fno","fw","zdanie",2,"żaden artykuł w gazecie","fno","artykuł","subst:sg:nom:m3","formarzecz",4,4,9,23,"debata w telewizji","fno","debata","subst:sg:nom:f","formarzecz",3,3,8,18,"Tego nie zastąpi żaden artykuł w gazecie czy debata w telewizji.","NKJP_1M_1202000008/morph_30-p/morph_30.73-s",
"L","epoki","subst:sg:gen:f","formarzecz","fno","czy","conj","fno","fno","fno",2,"Seweryna Soplicy","fno","Seweryna","subst:sg:gen:m1","formarzecz",2,2,7,16,"nawet Paska","fno","Paska","subst:sg:gen:m1","formarzecz",2,2,4,11,"Jego anegdoty traktowały o najrozmaitszych księżach dziwakach, których w okolicy nie brakło, a których przygody tchnęły często humorem z epoki Seweryna Soplicy czy nawet Paska.","NKJP_1M_1202900138/morph_1-p/morph_1.44-s",
0,,,,,"czy","conj","fno","fw",,2,"Pensja","fno","Pensja","subst:sg:nom:f","formarzecz",1,1,2,6,"kieszonkowe","fno","kieszonkowe","subst:sg:nom:n","formarzecz",1,1,4,11,"Pensja czy kieszonkowe?","NKJP_1M_1302900005/morph_30-p/morph_30.4-s",
0,,,,,"czy","conj","fpm","fl",,2,"Z powodu epickości","fpm","Z","prep:gen:nwok","przyimek",3,3,7,18,"z powodu historycznego konkretu","fpm","z","prep:gen:nwok","przyimek",4,4,12,31,"Z powodu epickości czy z powodu historycznego konkretu?","NKJP_1M_1104000000004/morph_2-p/morph_2.9-s",
"L","o","prep:acc","przyimek","fpm","czy","conj","fno","fpm","fpm",2,"sensowność dogmatów","fno","sensowność","subst:sg:acc:f","formarzecz",2,2,6,19,"ścisłość religijnych wyobrażeń","fno","ścisłość","subst:sg:acc:f","formarzecz",3,3,9,30,"Tu nie chodzi o sensowność dogmatów czy ścisłość religijnych wyobrażeń, nie chodzi już o religię, o tajemnicę stworzenia, ale o normę etyczną.","NKJP_1M_0102000000001/morph_7-p/morph_7.54-s",
"L","wiem","fin:sg:pri:imperf","formaczas","fwe","czy","conj","fpm","fl","zdanie",2,"do siebie","fpm","do","prep:gen","przyimek",2,2,3,9,"do mnie","fpm","do","prep:gen","przyimek",2,2,2,7,"Günther mamrotał coś, nie wiem, do siebie czy do mnie.","NKJP_1M_2001000023/morph_1-p/morph_1.55-s",
"L","Woli","fin:sg:ter:imperf","formaczas","fwe","czy","conj","fno","fw","zdanie",2,"konopny sznurek","fno","sznurek","subst:sg:acc:m3","formarzecz",2,2,5,15,"jedwabny","fno","jedwabny","adj:sg:acc:m3:pos","formaprzym",1,1,3,8,"– Woli pan konopny sznurek czy jedwabny?","NKJP_1M_2004000055/morph_7-p/morph_7.27-s",
"L","Wolisz","fin:sg:sec:imperf","formaczas","fwe","czy","conj","fno","fw","zdanie",2,"rybę z warzywami","fno","rybę","subst:sg:acc:f","formarzecz",3,3,7,16,"gotowane udko","fno","udko","subst:sg:acc:n","formarzecz",2,2,6,13,"– Wolisz rybę z warzywami czy gotowane udko? – zatroszczyła się Paulina, wyczulona na mężowski głód.","NKJP_1M_2004000055/morph_7-p/morph_7.19-s",
0,,,,,"czy","conj","fpm","fl",,2,"O dwunastej","fpm","O","prep:loc","przyimek",2,2,4,11,"o pierwszej","fpm","o","prep:loc","przyimek",2,2,3,11,"- O dwunastej czy o pierwszej.","NKJP_1M_2002000100/morph_4-p/morph_4.54-s",
"L","do","prep:gen","przyimek","fpm","czy","conj","fno","fpm","fpm",2,"faszyzmu","fno","faszyzmu","subst:sg:gen:m3","formarzecz",1,1,3,8,"nazizmu","fno","nazizmu","subst:sg:gen:m3","formarzecz",1,1,3,7,"Można się oczywiście zastanawiać, co młodego Johnsona tak pchało do faszyzmu czy nazizmu.","NKJP_1M_1202000007/morph_48-p/morph_48.15-s",
"L","zajmować","inf:imperf","formaczas","fwe","czy","conj","fno","fw","fwe",3,"bezrobociem","fno","bezrobociem","subst:sg:inst:n","formarzecz",1,1,4,11,"rozwarstwieniem społecznym","fno","rozwarstwieniem","subst:sg:inst:n","formarzecz",2,2,7,26,"PiS nie chce się zajmować bezrobociem, wyrównywaniem szans w dostępie do edukacji, służby zdrowia czy rozwarstwieniem społecznym, a zamiast tego funduje nam komisję bankową.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_33-p/morph_33.28-s",
"L","powinni~śmy","winien:pl:m1:imperf~aglt:pl:pri:imperf:nwok","formaczas","fwe","czyli","conj","fwe","fw","zdanie",2,"wykonać wertykulację,","fwe","wykonać","inf:perf","formaczas",2,3,8,21,"pionowo pociąć darń ostrym szpadlem","fwe","pociąć","inf:perf","formaczas",5,5,9,35,"Jeśli mimo wszystko na trawniku zauważymy ""sfilcowane"" miejsca, powinniśmy wykonać wertykulację, czyli pionowo pociąć darń ostrym szpadlem.","NKJP_1M_1202900062/morph_6-p/morph_6.49-s","tak"
"L","pozostał","praet:sg:m3:perf","formaczas","fwe","czyli","conj","fno","fw","zdanie",2,"seks mimowolny,","fno","seks","subst:sg:nom:m3","formarzecz",2,3,5,15,"koncepcje babci dotyczące naszych ukrytych stosunków","fno","koncepcje","subst:pl:nom:f","formarzecz",6,6,16,52,"Główną jednak atrakcją pozostał seks mimowolny, czyli koncepcje babci dotyczące naszych ukrytych stosunków.","NKJP_1M_2004000017/morph_7-p/morph_7.15-s",
0,,,,,"czyli","conj","zdanie","wypowiedzenie",,2,"Wiele z powstałych wówczas pieśni było kontrafakturami,","zdanie","było","praet:sg:n:imperf","formaczas",7,8,18,55,"ich teksty śpiewano do niezmienionych melodii zapożyczonych od trubadurów i truwerów","zdanie","śpiewano","imps:imperf","formaczas",11,11,28,84,"Wiele z powstałych wówczas pieśni było kontrafakturami, czyli ich teksty śpiewano do niezmienionych melodii zapożyczonych od trubadurów i truwerów.","NKJP_1M_3102000000212/morph_3-p/morph_3.49-s",
0,,,,,"czyli","conj","fno","fw",,2,"""przedzaduszkowa zagadka"",","fno","zagadka","subst:sg:nom:f","formarzecz",2,5,8,26,"ostatni epigramat - Kubiakowy grecko","fno","epigramat","subst:sg:nom:m3","formarzecz",5,5,12,36,"Na koniec ""przedzaduszkowa zagadka"", czyli ostatni epigramat grecko-Kubiakowy.","NKJP_1M_1202000012/morph_55-p/morph_55.75-s",
"L","zniósł","praet:sg:m3:perf:nagl","formaczas","fwe","czyli","conj","fpm","fl","zdanie",2,"dla emerytów, bezrobotnych, klientów opieki społecznej,","fpm","dla","prep:gen","przyimek",6,9,17,55,"praktycznie dla wszystkich","fpm","dla","prep:gen","przyimek",3,3,6,26,"Sejm zniósł abonament radiowo-telewizyjny dla emerytów, bezrobotnych, klientów opieki społecznej, czyli praktycznie dla wszystkich.","NKJP_1M_4scal-NIE/morph_208-p/morph_208.46-s",
"L","poruszać~będzie","inf:imperf~bedzie:sg:ter:imperf","formaczas","fwe","czyli","conj","fno","fw","zdanie",2,"głównie sprawy socjalne obywateli,","fno","sprawy","subst:pl:acc:f","formarzecz",4,5,11,34,"prawo do pracy i godnego bytu","fno","prawo","subst:sg:acc:n","formarzecz",6,6,11,29,"Kandydat na prezydenta zapowiedział, że w swojej kampanii poruszać będzie głównie sprawy socjalne obywateli, czyli prawo do pracy i godnego bytu.","NKJP_1M_1305000001232/morph_1-p/morph_1.24-s","tak"
"L","to","pred","formaczas","fwe","czyli","conj","fno","fw","zdanie",2,"czterysta peso,","fno","czterysta","num:pl:nom:n:rec","formalicz",2,3,5,15,"dwadzieścia dolarów","fno","dwadzieścia","num:pl:nom:m2:rec","formalicz",2,2,6,19,"A moja miesięczna pensja to czterysta peso, czyli dwadzieścia dolarów.","NKJP_1M_1202000006/morph_77-p/morph_77.54-s",
"L","wydawać","inf:imperf","formaczas","fwe","czyli","conj","fno","fw","fwe",2,"pokrzywdzonym,","fno","pokrzywdzonym","subst:pl:dat:m1","formarzecz",1,2,4,14,"tym, którzy na żadną współpracę nie poszli","fno","tym","adj:pl:dat:m1:pos","formaprzym",7,8,13,42,"Część z nich pojawi się w dokumentach, które IPN zaczyna wydawać pokrzywdzonym, czyli tym, którzy na żadną współpracę nie poszli.","NKJP_1M_1202900001005/morph_32-p/morph_32.48-s",
"L","powołanie","ger:sg:nom:n:perf:aff","formarzecz","fno","czyli","conj","fno","fw","fno",2,"Teatru Życia,","fno","Teatru","subst:sg:gen:m3","formarzecz",2,3,4,13,"formy rehabilitacji przez sztukę","fno","formy","subst:sg:gen:f","formarzecz",4,4,11,32,"Jego pomysłem było powołanie Teatru Życia, czyli formy rehabilitacji przez sztukę.","NKJP_1M_1303900006/morph_14-p/morph_14.38-s",
0,,,,,"czyli","conj","zdanie","wypowiedzenie",,2,"Naciąg strun odbywał się jednocześnie dla całego masztu,","zdanie","odbywał","praet:sg:m3:imperf","formaczas",8,9,17,56,"w zależności od typu masztu naciągano 12, 16 lub 18 strun","zdanie","naciągano","imps:imperf","formaczas",11,12,23,57,"Naciąg strun odbywał się jednocześnie dla całego masztu, czyli w zależności od typu masztu naciągano 12, 16 lub 18 strun.","NKJP_1M_1202900023/morph_3-p/morph_3.43-s",
"L","ekspansji","subst:sg:gen:f","formarzecz","fno","czyli","conj","fpm","fno","fno",2,"na północ,","fpm","na","prep:acc","przyimek",2,3,3,10,"na Syberię","fpm","na","prep:acc","przyimek",2,2,4,10,"Wybuch wojny niemiecko-radzieckiej, a przede wszystkim zapierające dech w piersiach sukcesy Wehrmachtu w pierwszych jej tygodniach i miesiącach ponownie ożywiły w japońskich elitach tendencje do ekspansji na północ, czyli na Syberię.","NKJP_1M_1202900001001/morph_37-p/morph_37.36-s",
"L","dotyczące","pact:pl:acc:f:imperf:aff","formaprzym","fpt","czyli","conj","fno","fw","fpt",2,"„ustawy 203 ”,","fno","ustawy","subst:sg:gen:f","formarzecz",3,5,7,14,"przepisów dotyczących podwyżek dla pracowników służby zdrowia","fno","przepisów","subst:pl:gen:m3","formarzecz",7,7,19,61,"Czekamy na decyzje dotyczące „ustawy 203”, czyli przepisów dotyczących podwyżek dla pracowników służby zdrowia.","NKJP_1M_6203010000060/morph_1-p/morph_1.34-s",
"L","dostać","inf:perf","formaczas","fwe","czyli","conj","fno","fw","fwe",2,"1500 franków szwajcarskich,","fno",1500,"num:pl:acc:m2:rec","formalicz",3,4,9,27,"ponad 3800 zł","fno",3800,"num:pl:acc:m2:rec","formalicz",3,3,10,13,"Każdy z poszkodowanych powinien dostać 1500 franków szwajcarskich, czyli ponad 3800 zł.","NKJP_1M_1305000000182/morph_1-p/morph_1.14-s",
"L","zbliża","fin:sg:ter:imperf","formaczas","fwe","czyli","conj","fno","fw","zdanie",2,"godzina dwudziesta czwarta,","fno","godzina","subst:sg:nom:f","formarzecz",3,4,8,27,"równa północ","fno","północ","subst:sg:nom:f","formarzecz",2,2,4,12,"- Uwaga, zbliża się godzina dwudziesta czwarta, czyli równa północ.","NKJP_1M_2002000144/morph_9-p/morph_9.51-s",
"L","korzystając","pcon:imperf","formaczas","fwe","czyli","conj","fpm","fw","fwe",2,"z prostej metody ""step by step"",","fpm","z","prep:gen:nwok","przyimek",6,9,10,32,"z kreatora","fpm","z","prep:gen:nwok","przyimek",2,2,4,10,"Własne strony WWW można najszybciej wygenerować, korzystając z prostej metody ""step by step"", czyli z kreatora.","NKJP_1M_1202910000003/morph_43-p/morph_43.21-s",
"L","sklonowali","praet:pl:m1:perf","formaczas","fwe","czyli","conj","fno","fw","zdanie",2,"rezusa,","fno","rezusa","subst:sg:acc:m2","formarzecz",1,2,3,7,"małpę należącą do rzędu naczelnych","fno","małpę","subst:sg:acc:f","formarzecz",5,5,12,34,"Naukowcy z Uniwersytetu w Portland w USA sklonowali rezusa, czyli małpę należącą do rzędu naczelnych.","NKJP_1M_1305000001381/morph_1-p/morph_1.17-s",
"L","pokazywał","praet:sg:m1:imperf","formaczas","fwe","i","conj","fwe","ff","zdanie",2,"stygnie","fwe","stygnie","fin:sg:ter:imperf","formaczas",1,1,2,7,"sztywnieje","fwe","sztywnieje","fin:sg:ter:imperf","formaczas",1,1,3,10,"A idąc tak coraz wyżej, pokazywał nam, jak stygnie i sztywnieje.","NKJP_1M_1102000000027/morph_2-p/morph_2.63-s",
"L","Ale","conj","spójnik","wypowiedzenie","i","conj","zdanie","wypowiedzenie","wypowiedzenie",2,"polityka szybko stawała się mniej liberalna","zdanie","stawała","praet:sg:f:imperf","formaczas",6,6,15,43,"antologia nie mogła się ukazać","zdanie","mogła","praet:sg:f:imperf","formaczas",5,5,10,30,"Ale polityka szybko stawała się mniej liberalna i antologia nie mogła się ukazać.","NKJP_1M_0402000008/morph_4-p/morph_4.78-s",
"L","poezji","subst:sg:gen:f","formarzecz","fno","i","conj","fpt","fno","fno",2,"angielskiej","fpt","angielskiej","adj:sg:gen:f:pos","formaprzym",1,1,3,11,"amerykańskiej","fpt","amerykańskiej","adj:sg:gen:f:pos","formaprzym",1,1,4,13,"Na wiosnę 1945 roku układałem w Krakowie antologię poezji angielskiej i amerykańskiej, zbierając rozproszone przekłady różnych autorów.","NKJP_1M_0402000008/morph_4-p/morph_4.20-s",
"L","na","prep:acc","przyimek","fpm","i","conj","fno","fpm","fpm",2,"tłumek mikrusów","fno","tłumek","subst:sg:acc:m3","formarzecz",2,2,5,15,"nielicznych starszych osiłków, opóźnionych w naukach","fno","osiłków","subst:pl:acc:m1","formarzecz",6,7,14,52,"W niższych klasach szkoły dzieliliśmy się na tłumek mikrusów i nielicznych starszych osiłków, opóźnionych w naukach, bo przecież to było zaraz po wojnie.","NKJP_1M_0402000008/morph_2-p/morph_2.27-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,3,"Potem szli na romantyczny spacer","zdanie","szli","praet:pl:m1:imperf","formaczas",5,5,10,32,"całowali","zdanie","całowali","praet:pl:m1:imperf","formaczas",1,1,4,8,"Potem szli na romantyczny spacer, przytulali się i całowali.","NKJP_1M_3302000005/morph_4-p/morph_4.70-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Ofiara miała przy sobie polski paszport","zdanie","miała","praet:sg:f:imperf","formaczas",6,6,11,39,"dzięki temu łatwo ją zidentyfikowano","zdanie","zidentyfikowano","imps:perf","formaczas",5,5,14,36,"Ofiara miała przy sobie polski paszport i dzięki temu łatwo ją zidentyfikowano.","NKJP_1M_1305000000777/morph_1-p/morph_1.40-s",
"L","kobietom","subst:pl:dat:f","formarzecz","fno","i","conj","fpt","fno","fno",2,"zwabionym","fpt","zwabionym","ppas:pl:dat:f:perf:aff","formaprzym",1,1,3,9,"przymuszanym do nierządu","fpt","przymuszanym","ppas:pl:dat:f:imperf:aff","formaprzym",3,3,8,24,"Zazwyczaj młodym kobietom z zagranicy, zwabionym i przymuszanym do nierządu, sutenerzy odbierają paszporty.","NKJP_1M_1305000000777/morph_1-p/morph_1.56-s",
"L","O","prep:loc","przyimek","fpm","i","conj","fno","fno","fpm",2,"motywach","fno","motywach","subst:pl:loc:m3","formarzecz",1,1,3,8,"innych okolicznościach","fno","okolicznościach","subst:pl:loc:f","formarzecz",2,2,6,22,"O motywach i innych okolicznościach zbrodni na razie nic nie wiadomo.","NKJP_1M_1305000000777/morph_1-p/morph_1.27-s",
"R","oraz","conj","spójnik","fno","i","conj","fno","fno","fno",2,"modelu PKP","fno","modelu","subst:sg:gen:m3","formarzecz",2,2,4,10,"przyszłych przekształceń kolei","fno","przekształceń","subst:pl:gen:n","formarzecz",3,3,7,30,"Związkowcy podkreślili jednak, że mają gwarancje ministra w sprawie modelu PKP i przyszłych przekształceń kolei oraz dalszych rozmów z nimi.","NKJP_1M_1305000001001/morph_1-p/morph_1.41-s",
"L","oznajmił","praet:sg:m1:perf","formaczas","fwe","i","conj","fzd","fw","fwe",2,", że jedna z uwięzionych mamek umarła z głodu","fzd","że","comp","spójnik",9,9,15,45,"że zostało ich już tylko czterdzieści osiem","fzd","że","comp","spójnik",7,7,12,43,"Lecz w tym momencie drugi sekretarz Głowy podszedł do niej i oznajmił lekkim swędem, że jedna z uwięzionych mamek umarła z głodu i że zostało ich już tylko czterdzieści osiem.","NKJP_1M_2002000082/morph_3-p/morph_3.62-s",
"L","Lecz","conj","spójnik","wypowiedzenie","i","conj","fwe","ff","wypowiedzenie",2,"podszedł do niej","fwe","podszedł","praet:sg:m1:perf","formaczas",3,3,4,16,"oznajmił lekkim swędem, że jedna z uwięzionych mamek umarła z głodu i że zostało ich już tylko czterdzieści osiem","fwe","oznajmił","praet:sg:m1:perf","formaczas",19,20,34,113,"Lecz w tym momencie drugi sekretarz Głowy podszedł do niej i oznajmił lekkim swędem, że jedna z uwięzionych mamek umarła z głodu i że zostało ich już tylko czterdzieści osiem.","NKJP_1M_2002000082/morph_3-p/morph_3.62-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,4,"Poszłem","zdanie","Poszł~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",1,2,2,7,"zostałem","zdanie","został~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",1,2,3,8,"- Poszłem, nie doszłem, przyszłem i zostałem.","NKJP_1M_1202000010/morph_70-p/morph_70.24-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Znów są na schodach","zdanie","są","fin:pl:ter:imperf","formaczas",4,4,5,19,"po chwili wszystko się uspokaja","zdanie","uspokaja","fin:sg:ter:imperf","formaczas",5,5,9,31,"Znów są na schodach i po chwili wszystko się uspokaja.","NKJP_1M_1202000010/morph_16-p/morph_16.83-s",
0,,,,,"i","conj","fwe","ff",,2,"Dwoisz się","fwe","Dwoisz","fin:sg:sec:imperf","formaczas",2,2,3,10,"troisz","fwe","troisz","fin:sg:sec:imperf","formaczas",1,1,2,6,"Dwoisz się i troisz, aby rozwiązać kilkadziesiąt praktycznych problemów równocześnie.","NKJP_1M_1202000010/morph_106-p/morph_106.56-s",
"L","że","comp","spójnik","fzd","i","conj","zdanie","fzd","fzd",2,"jego rząd uzależnia przystąpienie NRF do układu od szeregu warunków","zdanie","uzależnia","fin:sg:ter:imperf","formaczas",10,10,21,67,"w ogóle odkłada ten problem na nieokreślony termin","zdanie","odkłada","fin:sg:ter:imperf","formaczas",8,8,16,50,"Kanclerz Kiesinger wyraźnie oświadczył, że jego rząd uzależnia przystąpienie NRF do układu od szeregu warunków i w ogóle odkłada ten problem na nieokreślony termin.","NKJP_1M_1202000010/morph_98-p/morph_98.47-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Jest rok 1962","zdanie","Jest","fin:sg:ter:imperf","formaczas",3,3,11,13,"USA wloką się wciąż ze swym programem rakietowym","zdanie","wloką","fin:pl:ter:imperf","formaczas",8,8,14,48,"Jest rok 1962 i USA wloką się wciąż ze swym programem rakietowym.","NKJP_1M_1202000010/morph_79-p/morph_79.13-s",
"L","z","prep:inst:nwok","przyimek","fpm","i","conj","fno","fpm","fpm",2,"nazwiskamy agienciaków","fno","nazwiskamy","subst:pl:inst:n","formarzecz",2,2,7,22,"data wypadku","fno","data","subst:sg:inst:f","formarzecz",2,2,5,12,"W tej pieśni mamy wszystko detalicznie podane z nazwiskamy agienciaków i data wypadku.","NKJP_1M_1202000010/morph_29-p/morph_29.49-s",
0,,,,,"i","conj","fpt","fpt",,2,"wąska","fpt","wąska","adj:sg:nom:f:pos","formaprzym",1,1,2,5,"stroma","fpt","stroma","adj:sg:nom:f:pos","formaprzym",1,1,2,6,"Taka wąska i stroma.","NKJP_1M_1202000010/morph_53-p/morph_53.61-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Momentalnie zjeżyła się jej sierść","zdanie","zjeżyła","praet:sg:f:perf","formaczas",5,5,10,34,"z groźnym pomrukiem gotowa była bronić swoich szczurząt","zdanie","była","praet:sg:f:imperf","formaczas",8,8,17,55,"Momentalnie zjeżyła się jej sierść i z groźnym pomrukiem gotowa była bronić swoich szczurząt.","NKJP_1M_1202000010/morph_74-p/morph_74.56-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Interesanci spojrzeli we wskazanym kierunku","zdanie","spojrzeli","praet:pl:m1:perf","formaczas",5,5,15,43,"oniemieli z radości","zdanie","oniemieli","praet:pl:m1:perf","formaczas",3,3,7,19,"Interesanci spojrzeli we wskazanym kierunku i oniemieli z radości.","NKJP_1M_1202000010/morph_58-p/morph_58.16-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,3,"Nagle usłyszałem strzał","zdanie","usłyszał~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",3,4,6,23,"zastałem trupa","zdanie","zastał~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",2,3,5,14,"Nagle usłyszałem strzał, wpadłem do warsztatu i zastałem trupa.","NKJP_1M_1202000010/morph_71-p/morph_71.51-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Wróciłem do biura","zdanie","Wrócił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",3,4,6,17,"natychmiast zadzwoniłem na policję","zdanie","zadzwonił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",4,5,11,34,"Wróciłem do biura i natychmiast zadzwoniłem na policję.","NKJP_1M_1202000010/morph_71-p/morph_71.72-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Widocznie ktoś otworzył drzwi od ulicy","zdanie","otworzył","praet:sg:m1:perf","formaczas",6,6,10,38,"zastrzelił Melmana","zdanie","zastrzelił","praet:sg:m1:perf","formaczas",2,2,6,18,"Widocznie ktoś otworzył drzwi od ulicy i zastrzelił Melmana.","NKJP_1M_1202000010/morph_71-p/morph_71.61-s",
"L","drażnić","inf:imperf","formaczas","fwe","i","conj","fno","fw","fwe",2,"służbistością","fno","służbistością","subst:sg:inst:f","formarzecz",1,1,4,13,"niezrozumieniem dla fantazji","fno","niezrozumieniem","subst:sg:inst:n","formarzecz",3,3,9,28,"Maschadow mógł go drażnić służbistością i niezrozumieniem dla fantazji, ale nie miał pod ręką lepszego oficera, któremu można było powierzyć zbudowanie od podstaw czeczeńskiej armii.","NKJP_1M_3104000000003/morph_2-p/morph_2.42-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Przypomniała sobie niedawną rozmowę na ten temat z Kirchhoffem","zdanie","Przypomniała","praet:sg:f:perf","formaczas",9,9,20,62,"zrobiło jej się przykro","zdanie","zrobiło","praet:sg:n:perf","formaczas",4,4,7,23,"Przypomniała sobie niedawną rozmowę na ten temat z Kirchhoffem i zrobiło jej się przykro.","NKJP_1M_2004000000312/morph_16-p/morph_16.34-s",
